city,date,fare,ride_id
Lake Danielberg,2019-01-05 00:00:00,28.79,9.79E+12
Barajasview,2019-03-29 00:00:00,29.55,3.84E+12
Liumouth,2019-03-03 00:00:00,26.6,4.28E+12
West Patrickchester,2019-03-06 00:00:00,31.33,2.57E+12
Lake Scottton,2019-01-13 00:00:00,24.81,3.96E+11
Liumouth,2019-01-04 00:00:00,34.77,8.50E+12
Williamsstad,2019-01-03 00:00:00,17.16,28294640252
Lake Danielberg,2019-02-04 00:00:00,24.49,8.60E+11
Justinberg,2019-02-28 00:00:00,14.4,1.13E+12
Jerryton,2019-03-07 00:00:00,15.82,8.11E+12
New Jacobville,2019-03-12 00:00:00,28.12,3.35E+12
Loganberg,2019-01-03 00:00:00,34.42,2.38E+11
West Patrickchester,2019-03-02 00:00:00,25.28,8.92E+12
South Evanton,2019-01-02 00:00:00,16.96,9.41E+12
North Markport,2019-05-04 00:00:00,28.93,1.47E+12
Port Angela,2019-04-02 00:00:00,25.84,8.02E+12
Richardfort,2019-04-14 00:00:00,43.01,7.64E+12
Rogerston,2019-01-27 00:00:00,13.4,9.76E+12
East Kaylahaven,2019-02-11 00:00:00,4.75,9.78E+12
Raymondhaven,2019-02-28 00:00:00,21.78,1.85E+12
Loganberg,2019-02-20 00:00:00,41.16,4.36E+12
South Jack,2019-02-17 00:00:00,18.08,3.67E+12
West Ericstad,2019-05-05 00:00:00,7.76,8.38E+12
Port Frank,2019-02-21 00:00:00,19.81,2.19E+12
Simpsonburgh,2019-01-23 00:00:00,39.95,1.11E+12
Simpsonburgh,2019-01-08 00:00:00,13.01,9.41E+12
South Evanton,2019-02-08 00:00:00,38.21,56240519093
Loganberg,2019-03-30 00:00:00,40.8,3.17E+12
New Paulville,2019-03-08 00:00:00,18.35,3.74E+12
East Kaylahaven,2019-04-30 00:00:00,37.41,1.76E+12
West Gabriel,2019-01-31 00:00:00,6.8,1.04E+12
South Phillip,2019-03-15 00:00:00,22.28,6.02E+12
Richardfort,2019-01-21 00:00:00,10.91,3.57E+12
Williamsview,2019-03-22 00:00:00,15.85,8.55E+12
West Patrickchester,2019-02-16 00:00:00,12.15,9.18E+12
North Jason,2019-05-07 00:00:00,24.2,3.92E+12
Karenberg,2019-04-13 00:00:00,23.73,4.06E+11
East Kaylahaven,2019-03-24 00:00:00,32.21,6.71E+12
Lake Jonathanshire,2019-04-09 00:00:00,15.96,5.77E+11
Williamsstad,2019-03-12 00:00:00,13.79,5.77E+12
Deanville,2019-01-28 00:00:00,31.65,6.50E+11
South Latoya,2019-02-25 00:00:00,25.87,4.91E+12
South Karenland,2019-02-26 00:00:00,38.05,4.45E+11
Justinberg,2019-01-27 00:00:00,28.41,3.49E+12
South Michelleport,2019-04-21 00:00:00,36.47,3.39E+12
Lake Jonathanshire,2019-01-16 00:00:00,26.27,3.27E+12
Jerryton,2019-03-25 00:00:00,9.64,9.48E+12
Grahamburgh,2019-02-23 00:00:00,41.98,3.69E+12
South Karenland,2019-02-26 00:00:00,35.61,8.41E+12
Johnton,2019-04-29 00:00:00,17.89,1.27E+12
Justinberg,2019-01-24 00:00:00,38.79,1.69E+12
Grahamburgh,2019-02-02 00:00:00,22.53,6.58E+12
North Markport,2019-01-17 00:00:00,8.68,9.30E+11
Port Samanthamouth,2019-01-01 00:00:00,11.71,1.85E+12
West Angela,2019-04-11 00:00:00,29.06,7.14E+11
Port David,2019-03-03 00:00:00,13.41,6.41E+12
Christopherfurt,2019-02-23 00:00:00,15.61,8.30E+12
Lake Scottton,2019-02-27 00:00:00,9.43,8.17E+12
Valentineton,2019-01-03 00:00:00,37.4,4.18E+12
Jerryton,2019-02-19 00:00:00,21.27,2.52E+12
Reynoldsfurt,2019-03-21 00:00:00,11.97,9.41E+12
Hurleymouth,2019-02-24 00:00:00,8.33,2.05E+12
South Latoya,2019-03-13 00:00:00,16.01,2.76E+12
North Jasmine,2019-03-21 00:00:00,39.02,7.93E+12
Richardfort,2019-03-16 00:00:00,21.39,2.37E+11
Roberthaven,2019-05-03 00:00:00,42.15,2.59E+12
South Michelleport,2019-01-05 00:00:00,39.9,6.11E+12
Port Johnbury,2019-01-15 00:00:00,40.32,2.12E+12
Loganberg,2019-01-31 00:00:00,20.36,1.82E+12
Robertport,2019-04-30 00:00:00,14.81,1.47E+12
South Michelleport,2019-02-27 00:00:00,10.4,6.48E+12
New Jacobville,2019-03-03 00:00:00,41.39,3.09E+12
Martinezhaven,2019-04-12 00:00:00,11.55,9.31E+12
West Gabriel,2019-04-08 00:00:00,13.31,8.63E+12
South Jack,2019-04-10 00:00:00,29.97,6.13E+12
New Paulville,2019-01-05 00:00:00,21.57,3.71E+12
Royland,2019-01-11 00:00:00,18.42,5.58E+12
Roberthaven,2019-01-15 00:00:00,30.42,5.91E+12
Justinberg,2019-03-12 00:00:00,24.41,3.09E+12
West Angela,2019-02-21 00:00:00,40.55,1.83E+12
North Madeline,2019-01-30 00:00:00,16.5,8.65E+12
Port Angela,2019-02-03 00:00:00,6.42,9.47E+12
North Jason,2019-03-30 00:00:00,12.04,6.62E+12
West Patrickchester,2019-04-18 00:00:00,29.12,8.01E+12
North Jason,2019-03-27 00:00:00,30.66,3.37E+12
West Anthony,2019-02-03 00:00:00,19.66,2.91E+12
Liumouth,2019-04-29 00:00:00,32.1,2.70E+12
Martinezhaven,2019-04-13 00:00:00,40.2,8.86E+12
West Josephberg,2019-01-12 00:00:00,5.77,5.09E+12
Simpsonburgh,2019-01-05 00:00:00,39.44,2.52E+11
New Paulville,2019-01-05 00:00:00,44.68,3.08E+12
Christopherfurt,2019-02-04 00:00:00,41.12,8.08E+11
Johnton,2019-03-15 00:00:00,30.27,1.60E+12
South Jack,2019-02-06 00:00:00,7.71,6.33E+12
Joneschester,2019-03-28 00:00:00,7.56,4.61E+12
Lake Danielberg,2019-02-23 00:00:00,9.25,8.30E+12
Port Frank,2019-01-18 00:00:00,19.98,4.49E+12
Lake Jonathanshire,2019-01-21 00:00:00,37.25,2.97E+12
Rogerston,2019-03-07 00:00:00,27.26,9.45E+12
South Karenland,2019-01-02 00:00:00,19.57,7.27E+12
West Gabriel,2019-01-15 00:00:00,11.71,3.84E+12
West Gabriel,2019-01-12 00:00:00,31.98,2.99E+12
Robertport,2019-03-17 00:00:00,14.61,8.50E+12
West Christopherberg,2019-04-03 00:00:00,33.03,1.48E+12
Lake Scottton,2019-04-02 00:00:00,43.2,3.93E+12
West Christopherberg,2019-02-07 00:00:00,10.91,3.73E+12
West Anthony,2019-04-18 00:00:00,11.2,3.22E+12
Robertport,2019-04-16 00:00:00,36.11,5.89E+12
Erikaland,2019-03-27 00:00:00,26.25,4.81E+12
Williamsview,2019-01-17 00:00:00,32.29,7.45E+12
West Robert,2019-01-30 00:00:00,43.02,7.20E+12
Hurleymouth,2019-02-06 00:00:00,32.93,4.14E+12
New Paulton,2019-02-21 00:00:00,27.56,3.95E+12
Deanville,2019-01-07 00:00:00,21.5,9.42E+12
Karenside,2019-01-12 00:00:00,37.73,1.87E+12
New Paulton,2019-03-12 00:00:00,38.26,79314274773
Port Samanthamouth,2019-04-09 00:00:00,24.99,6.74E+12
South Phillip,2019-05-03 00:00:00,8.3,8.58E+12
Lake Danielberg,2019-02-06 00:00:00,29.96,2.33E+12
Martinezhaven,2019-02-06 00:00:00,40.29,4.67E+12
Pattyland,2019-04-12 00:00:00,28.65,6.92E+12
Port Johnbury,2019-02-05 00:00:00,7.44,3.01E+12
Richardfort,2019-03-22 00:00:00,16.35,5.93E+12
Valentineton,2019-02-17 00:00:00,37.19,5.02E+12
Rodneyfort,2019-04-19 00:00:00,35.79,9.92E+12
West Christopherberg,2019-04-19 00:00:00,22.86,9.75E+12
Valentineton,2019-03-08 00:00:00,43.59,5.86E+12
New Jacobville,2019-02-21 00:00:00,40.05,3.02E+12
Joneschester,2019-05-05 00:00:00,21.74,2.73E+12
Johnton,2019-01-14 00:00:00,19.68,8.53E+12
West Heidi,2019-01-29 00:00:00,38.68,4.82E+12
West Christopherberg,2019-04-11 00:00:00,4.88,7.74E+12
West Angela,2019-03-17 00:00:00,23.45,7.77E+12
South Evanton,2019-01-09 00:00:00,40.73,6.53E+12
West Gabriel,2019-01-23 00:00:00,40.17,9.16E+12
Carriemouth,2019-04-05 00:00:00,38.17,8.16E+12
West Ericstad,2019-03-18 00:00:00,23.62,6.21E+12
North Jasmine,2019-04-22 00:00:00,6.49,1.62E+12
Martinezhaven,2019-04-30 00:00:00,36.07,1.52E+12
West Gabriel,2019-02-17 00:00:00,17.03,4.39E+12
Liumouth,2019-03-06 00:00:00,37.4,6.02E+11
Roberthaven,2019-05-02 00:00:00,21.8,3.46E+12
West Angela,2019-02-21 00:00:00,27.68,7.92E+11
West Robert,2019-02-01 00:00:00,30.94,2.18E+11
Carriemouth,2019-04-27 00:00:00,8.28,4.52E+11
North Jason,2019-01-08 00:00:00,10.74,1.78E+12
West Angela,2019-04-13 00:00:00,28.75,3.70E+12
Reynoldsfurt,2019-02-03 00:00:00,6.34,5.56E+12
Lake Jonathanshire,2019-04-11 00:00:00,22.48,3.51E+12
New Kimberlyborough,2019-02-05 00:00:00,18.02,3.98E+12
Jerryton,2019-03-23 00:00:00,37.89,4.28E+12
Joneschester,2019-03-04 00:00:00,41.65,9.83E+12
Lake Jonathanshire,2019-02-16 00:00:00,17.58,3.64E+12
Richardfort,2019-01-03 00:00:00,5.32,3.27E+12
Deanville,2019-01-29 00:00:00,25.39,9.62E+12
Richardfort,2019-03-29 00:00:00,37.76,4.80E+12
Royland,2019-03-23 00:00:00,13.7,8.51E+12
Jerryton,2019-04-20 00:00:00,29.84,8.13E+12
Lake Jonathanshire,2019-01-17 00:00:00,28.42,6.54E+12
Karenberg,2019-04-24 00:00:00,34.67,7.00E+12
Joneschester,2019-02-17 00:00:00,10.52,3.38E+12
Rogerston,2019-02-27 00:00:00,27.4,6.54E+12
North Jason,2019-01-11 00:00:00,19.64,6.88E+12
Reynoldsfurt,2019-04-11 00:00:00,38.35,6.52E+12
Rogerston,2019-01-26 00:00:00,11.13,9.12E+12
Grahamburgh,2019-03-11 00:00:00,34.53,1.67E+12
Lake Jonathanshire,2019-01-21 00:00:00,22.36,2.52E+12
Lake Danielberg,2019-03-05 00:00:00,44.77,9.04E+11
Liumouth,2019-01-30 00:00:00,22.9,2.85E+12
West Gabriel,2019-01-28 00:00:00,5.58,8.44E+12
North Jason,2019-01-24 00:00:00,40.15,6.72E+12
West Robert,2019-03-16 00:00:00,42.89,3.37E+12
Huntermouth,2019-01-24 00:00:00,42.36,2.88E+12
Karenside,2019-01-17 00:00:00,11.6,2.90E+12
Karenberg,2019-02-19 00:00:00,12.25,3.87E+12
Amandaburgh,2019-01-29 00:00:00,41.06,4.30E+12
West Robert,2019-02-18 00:00:00,44.97,3.42E+11
Pattyland,2019-01-12 00:00:00,17.85,1.72E+12
West Robert,2019-02-19 00:00:00,40.64,5.09E+12
Lake Jonathanshire,2019-02-23 00:00:00,26.63,5.37E+12
Raymondhaven,2019-03-31 00:00:00,7.67,3.68E+12
New Kimberlyborough,2019-04-24 00:00:00,37.73,2.21E+12
North Jasmine,2019-05-08 00:00:00,18.55,5.68E+12
Reynoldsfurt,2019-02-09 00:00:00,21.02,6.20E+12
West Anthony,2019-03-08 00:00:00,41.3,1.15E+12
West Christopherberg,2019-01-30 00:00:00,16.85,7.34E+12
Erikaland,2019-02-11 00:00:00,35.89,1.69E+12
Port Samanthamouth,2019-02-02 00:00:00,39.28,2.67E+12
New Jacobville,2019-04-30 00:00:00,5.6,3.98E+12
Huntermouth,2019-03-27 00:00:00,22.64,9.54E+12
Joneschester,2019-03-19 00:00:00,42.74,4.50E+12
Port Frank,2019-01-15 00:00:00,30.93,8.73E+12
Leahton,2019-03-03 00:00:00,43.44,4.29E+12
Raymondhaven,2019-02-07 00:00:00,38.67,8.35E+12
South Latoya,2019-04-22 00:00:00,27.54,3.39E+12
West Ericstad,2019-03-04 00:00:00,43.98,6.43E+12
Liumouth,2019-04-12 00:00:00,10.53,8.95E+12
Port Johnbury,2019-04-25 00:00:00,10.26,2.98E+12
Robertport,2019-04-18 00:00:00,24.48,4.27E+12
South Michelleport,2019-04-27 00:00:00,27.89,3.55E+11
Grahamburgh,2019-02-16 00:00:00,30.23,5.12E+12
Liumouth,2019-04-02 00:00:00,25.56,9.54E+12
Grahamburgh,2019-04-10 00:00:00,37.67,1.45E+12
Rogerston,2019-02-03 00:00:00,4.41,1.72E+12
New Paulville,2019-01-21 00:00:00,33.47,8.22E+12
Liumouth,2019-02-28 00:00:00,30.3,2.08E+12
Port Frank,2019-02-06 00:00:00,34.86,3.94E+12
Loganberg,2019-02-21 00:00:00,36.21,8.54E+12
Karenside,2019-03-21 00:00:00,26.69,7.73E+12
West Angela,2019-04-14 00:00:00,39.95,7.95E+12
West Josephberg,2019-01-31 00:00:00,38.28,4.20E+12
West Samuelburgh,2019-02-22 00:00:00,7.13,2.72E+12
Lake Danielberg,2019-02-06 00:00:00,30.31,3.40E+12
Johnton,2019-01-31 00:00:00,23.36,3.67E+12
West Ericstad,2019-01-21 00:00:00,8.07,7.51E+12
Lake Scottton,2019-04-18 00:00:00,4.36,5.84E+12
North Jasmine,2019-04-17 00:00:00,11.76,4.45E+12
North Jason,2019-04-15 00:00:00,42.29,5.01E+12
North Jason,2019-03-04 00:00:00,38.49,3.34E+12
Lake Danielberg,2019-02-17 00:00:00,11.7,4.87E+12
Christopherfurt,2019-04-04 00:00:00,24.47,5.72E+11
Port Johnbury,2019-01-04 00:00:00,32.75,1.74E+12
Port Angela,2019-05-04 00:00:00,21.62,6.30E+12
Port Frank,2019-04-28 00:00:00,15,7.32E+12
North Barbara,2019-01-08 00:00:00,25.84,3.51E+12
North Jason,2019-04-14 00:00:00,8.05,7.83E+12
Barajasview,2019-01-12 00:00:00,21.64,3.01E+12
North Jasmine,2019-01-13 00:00:00,16.92,5.90E+12
South Karenland,2019-04-25 00:00:00,36.71,7.09E+12
West Gabriel,2019-02-20 00:00:00,28.13,7.47E+12
Carriemouth,2019-03-25 00:00:00,26.4,4.29E+12
Huntermouth,2019-03-17 00:00:00,30.31,6.91E+12
Valentineton,2019-01-12 00:00:00,42.31,5.90E+12
East Kaylahaven,2019-01-29 00:00:00,26.79,5.04E+12
Lake Danielberg,2019-04-12 00:00:00,41.45,5.34E+12
West Robert,2019-01-15 00:00:00,33.91,2.16E+12
Williamsstad,2019-04-04 00:00:00,31.52,7.78E+11
Port David,2019-04-22 00:00:00,30.03,7.36E+12
Karenside,2019-03-03 00:00:00,19.19,1.72E+12
Valentineton,2019-03-16 00:00:00,5.23,7.41E+12
New Kimberlyborough,2019-04-03 00:00:00,43.07,5.60E+12
New Jacobville,2019-04-20 00:00:00,13.35,9.26E+12
Joneschester,2019-04-13 00:00:00,27.36,7.53E+12
Joneschester,2019-04-20 00:00:00,30.12,8.97E+12
Jerryton,2019-03-24 00:00:00,31.47,5.42E+12
Grahamburgh,2019-01-03 00:00:00,17.61,7.88E+12
Royland,2019-01-18 00:00:00,32.11,4.55E+12
West Robert,2019-03-10 00:00:00,6.74,6.68E+12
Karenside,2019-02-19 00:00:00,17.41,1.22E+12
Williamsview,2019-04-18 00:00:00,39.79,8.75E+12
Simpsonburgh,2019-03-03 00:00:00,7.63,4.18E+12
West Angela,2019-05-07 00:00:00,12.35,2.05E+12
West Heidi,2019-01-15 00:00:00,21.44,83498621902
Leahton,2019-03-13 00:00:00,36.79,6.21E+12
Reynoldsfurt,2019-02-14 00:00:00,39.4,9.07E+12
Christopherfurt,2019-03-13 00:00:00,32.05,2.79E+12
Raymondhaven,2019-03-20 00:00:00,38.53,8.66E+12
Port Johnbury,2019-03-26 00:00:00,7.63,8.09E+12
West Gabriel,2019-05-05 00:00:00,27.57,4.43E+12
Barronchester,2019-01-27 00:00:00,27.79,6.65E+12
East Kentstad,2019-04-07 00:00:00,18.75,6.58E+12
Lake Omar,2019-01-17 00:00:00,21.71,9.67E+11
Myersshire,2019-02-27 00:00:00,17.1,5.71E+12
West Hannah,2019-04-19 00:00:00,37.78,2.27E+12
East Marymouth,2019-03-29 00:00:00,37.6,6.37E+12
New Raymond,2019-02-25 00:00:00,20.44,5.98E+12
Lake Robertside,2019-01-11 00:00:00,46.51,6.57E+12
Josephside,2019-03-30 00:00:00,44.74,5.59E+12
Brandonfort,2019-01-14 00:00:00,28.02,8.10E+12
Josephside,2019-02-07 00:00:00,31.94,3.19E+12
New Raymond,2019-03-21 00:00:00,22.12,6.03E+12
Lewisland,2019-02-14 00:00:00,42.31,5.80E+11
East Kentstad,2019-01-22 00:00:00,35.01,8.75E+12
Myersshire,2019-04-29 00:00:00,17.99,1.13E+12
Myersshire,2019-01-10 00:00:00,45.81,7.01E+12
Lewisland,2019-01-30 00:00:00,32.4,5.10E+12
West Hannah,2019-03-22 00:00:00,25.86,7.62E+12
North Richardhaven,2019-02-18 00:00:00,41.54,4.27E+12
New Olivia,2019-03-29 00:00:00,44.12,7.72E+12
New Shannonberg,2019-03-19 00:00:00,25.46,3.75E+11
Barronchester,2019-05-05 00:00:00,30.38,2.28E+12
Nicolechester,2019-02-09 00:00:00,40.83,85473064902
New Raymond,2019-03-18 00:00:00,36.26,3.15E+12
New Raymond,2019-05-03 00:00:00,48.56,9.50E+12
Victoriaport,2019-04-21 00:00:00,12.13,3.31E+12
South Teresa,2019-01-29 00:00:00,38.47,5.75E+12
North Richardhaven,2019-04-07 00:00:00,36.32,5.01E+12
East Aaronbury,2019-03-19 00:00:00,20.04,4.12E+12
South Teresa,2019-02-23 00:00:00,46.02,4.62E+12
Bethanyland,2019-04-01 00:00:00,38.71,8.22E+12
Lake Scott,2019-01-10 00:00:00,37.96,8.13E+12
East Marymouth,2019-01-16 00:00:00,46.2,1.18E+12
North Jeffrey,2019-02-04 00:00:00,29.87,7.91E+12
Rodriguezview,2019-03-27 00:00:00,49.65,8.75E+12
Bethanyland,2019-03-15 00:00:00,37.09,6.24E+12
East Kentstad,2019-05-01 00:00:00,39.29,1.99E+12
Myersshire,2019-01-06 00:00:00,22.8,4.99E+11
Lake Robertside,2019-03-05 00:00:00,29.12,4.06E+12
Sotoville,2019-03-29 00:00:00,34.97,7.31E+12
South Brenda,2019-04-28 00:00:00,27.86,5.86E+12
Port Shane,2019-04-09 00:00:00,27.66,4.02E+12
Lake Omar,2019-03-26 00:00:00,48.26,5.01E+12
Lake Robertside,2019-04-30 00:00:00,22.26,2.02E+11
Lake Robertside,2019-03-18 00:00:00,44.21,9.84E+12
South Brenda,2019-04-21 00:00:00,17.8,3.50E+12
North Timothy,2019-04-06 00:00:00,38.39,4.78E+12
Nicolechester,2019-04-10 00:00:00,38.08,8.12E+12
Port Shane,2019-04-23 00:00:00,42.26,8.34E+12
New Shannonberg,2019-04-20 00:00:00,30.82,6.83E+12
Veronicaberg,2019-01-19 00:00:00,19.28,2.35E+12
West Hannah,2019-01-09 00:00:00,14.41,1.04E+12
Port Shane,2019-03-02 00:00:00,14.95,2.80E+12
Nicolechester,2019-03-08 00:00:00,16.35,1.05E+12
Victoriaport,2019-04-22 00:00:00,16.31,6.07E+12
New Raymond,2019-01-05 00:00:00,22.5,7.83E+12
New Shannonberg,2019-02-01 00:00:00,34.09,8.59E+12
East Marymouth,2019-04-27 00:00:00,36.11,8.31E+12
Williamsonville,2019-01-09 00:00:00,48.73,6.51E+12
East Kentstad,2019-04-19 00:00:00,22.42,1.14E+12
Victoriaport,2019-02-02 00:00:00,25.68,9.00E+12
New Raymond,2019-01-02 00:00:00,45.32,8.88E+12
Victoriaport,2019-04-02 00:00:00,12.19,6.99E+12
Barronchester,2019-04-25 00:00:00,36.13,2.66E+12
Brandonfort,2019-04-08 00:00:00,35.64,6.11E+12
Lewishaven,2019-04-19 00:00:00,21.92,7.11E+12
Brandonfort,2019-03-22 00:00:00,38.66,4.75E+12
Port Shane,2019-03-26 00:00:00,19.03,6.01E+12
East Marymouth,2019-03-21 00:00:00,17.43,1.62E+12
New Shannonberg,2019-01-15 00:00:00,35.34,7.45E+12
New Shannonberg,2019-05-05 00:00:00,16.77,8.39E+12
Lake Ann,2019-02-14 00:00:00,42.13,6.19E+12
Victoriaport,2019-03-14 00:00:00,16.5,7.11E+12
North Richardhaven,2019-01-22 00:00:00,18.45,2.63E+12
Rodriguezview,2019-04-20 00:00:00,23.58,3.29E+12
Grayville,2019-04-06 00:00:00,18.11,6.20E+12
Lake Robertside,2019-01-13 00:00:00,28.37,5.20E+12
West Hannah,2019-02-01 00:00:00,33.85,8.30E+12
New Olivia,2019-02-05 00:00:00,47.15,7.74E+12
Grayville,2019-04-28 00:00:00,43.22,6.02E+12
Port Shane,2019-03-15 00:00:00,31.58,2.55E+12
Myersshire,2019-03-26 00:00:00,28.71,2.18E+12
Lake Ann,2019-04-30 00:00:00,14.56,5.47E+12
Colemanland,2019-04-20 00:00:00,20.83,2.98E+12
West Kimmouth,2019-01-04 00:00:00,20.69,1.69E+12
Lake Ann,2019-03-06 00:00:00,13.61,1.26E+12
Lake Scott,2019-04-29 00:00:00,25.75,4.96E+12
Mezachester,2019-03-25 00:00:00,21.89,2.29E+12
Brandonfort,2019-05-02 00:00:00,48.63,4.44E+12
Lake Scott,2019-03-26 00:00:00,26.24,1.98E+12
Veronicaberg,2019-04-24 00:00:00,49.45,5.88E+12
Lewisland,2019-01-25 00:00:00,32.38,8.33E+12
Lake Scott,2019-05-07 00:00:00,21.72,7.63E+12
East Marymouth,2019-04-03 00:00:00,26.93,3.38E+12
Sotoville,2019-04-22 00:00:00,46.5,7.09E+12
North Richardhaven,2019-03-03 00:00:00,18.17,3.25E+12
New Shannonberg,2019-02-09 00:00:00,37.52,3.11E+12
New Raymond,2019-05-01 00:00:00,14.2,1.54E+12
Brandonfort,2019-01-02 00:00:00,49.95,1.30E+12
Lake Scott,2019-01-03 00:00:00,47.97,8.02E+12
Nicolechester,2019-05-02 00:00:00,36.59,6.82E+12
East Marymouth,2019-05-01 00:00:00,13.17,9.05E+12
Myersshire,2019-01-25 00:00:00,35.65,3.46E+12
Nicolechester,2019-03-04 00:00:00,27.67,1.79E+12
Davidfurt,2019-01-05 00:00:00,31.48,1.95E+12
Josephside,2019-03-12 00:00:00,29.47,1.70E+12
Myersshire,2019-01-02 00:00:00,33.62,6.49E+12
Sotoville,2019-01-25 00:00:00,24.13,7.37E+12
Veronicaberg,2019-02-02 00:00:00,26.42,8.46E+12
Josephside,2019-01-18 00:00:00,33.07,7.13E+12
Rodriguezview,2019-02-17 00:00:00,22.76,2.75E+12
Lewisland,2019-04-08 00:00:00,35.16,5.72E+12
Sotoville,2019-04-23 00:00:00,34.87,99483095214
Davidfurt,2019-01-17 00:00:00,28.28,6.65E+12
Mezachester,2019-01-22 00:00:00,40.67,1.96E+12
Josephside,2019-03-03 00:00:00,17.39,1.28E+12
Mezachester,2019-03-18 00:00:00,40.81,9.43E+12
New Shannonberg,2019-02-26 00:00:00,16.39,1.11E+12
East Marymouth,2019-03-08 00:00:00,43.79,1.70E+12
South Brenda,2019-01-19 00:00:00,44.36,6.11E+12
Colemanland,2019-03-05 00:00:00,13.39,8.89E+12
New Shannonberg,2019-05-03 00:00:00,34.08,1.77E+12
East Aaronbury,2019-03-16 00:00:00,20.59,6.15E+12
East Aaronbury,2019-01-27 00:00:00,28.56,5.98E+12
East Danielview,2019-02-25 00:00:00,26.33,5.14E+11
Barronchester,2019-03-31 00:00:00,44.24,1.25E+12
Mezachester,2019-04-26 00:00:00,30.75,3.18E+12
South Teresa,2019-04-02 00:00:00,23.78,2.96E+11
East Kentstad,2019-03-24 00:00:00,31.53,1.91E+12
Brandonfort,2019-03-19 00:00:00,45.52,2.01E+11
New Shannonberg,2019-05-07 00:00:00,20.52,8.31E+12
Grayville,2019-02-19 00:00:00,19.52,9.23E+12
South Teresa,2019-03-28 00:00:00,17.5,9.67E+12
East Marymouth,2019-03-12 00:00:00,38.26,5.24E+12
Lake Robertside,2019-04-10 00:00:00,34.14,9.36E+12
Colemanland,2019-03-02 00:00:00,36.81,1.17E+11
South Brenda,2019-01-10 00:00:00,47.52,3.07E+12
Lewisland,2019-01-28 00:00:00,35.6,9.37E+12
New Raymond,2019-01-15 00:00:00,47.01,3.57E+12
North Richardhaven,2019-01-01 00:00:00,31.15,7.19E+12
Josephside,2019-04-17 00:00:00,32.72,6.32E+12
Nicolechester,2019-04-05 00:00:00,19.57,1.11E+12
Veronicaberg,2019-01-18 00:00:00,33.04,4.34E+12
Colemanland,2019-02-20 00:00:00,43.09,8.70E+12
Lewishaven,2019-04-20 00:00:00,21.23,8.14E+12
Mezachester,2019-01-06 00:00:00,39.83,8.42E+12
Williamsonville,2019-02-01 00:00:00,38.9,1.25E+12
Josephside,2019-01-17 00:00:00,35.68,4.97E+12
New Olivia,2019-04-17 00:00:00,30.81,1.52E+12
East Marymouth,2019-01-27 00:00:00,43.06,6.91E+12
Lewishaven,2019-04-27 00:00:00,14.01,6.52E+12
North Richardhaven,2019-01-28 00:00:00,21.85,3.78E+12
New Raymond,2019-03-08 00:00:00,34.45,8.90E+12
South Teresa,2019-04-19 00:00:00,17.27,6.68E+12
Lake Ann,2019-05-07 00:00:00,24.89,7.36E+12
West Kimmouth,2019-01-13 00:00:00,19.47,6.50E+12
East Marymouth,2019-04-12 00:00:00,33.18,9.39E+12
North Jeffrey,2019-02-28 00:00:00,31.14,6.80E+12
Myersshire,2019-01-26 00:00:00,49.22,1.97E+12
Williamsonville,2019-01-17 00:00:00,28.65,6.11E+12
Victoriaport,2019-01-20 00:00:00,38.74,1.20E+11
West Hannah,2019-04-19 00:00:00,24.58,2.16E+12
Williamsonville,2019-02-12 00:00:00,26.49,8.22E+12
Lake Omar,2019-04-06 00:00:00,40.55,8.97E+12
East Marymouth,2019-04-02 00:00:00,20,9.37E+12
Brandonfort,2019-04-07 00:00:00,35.76,2.97E+12
Lake Ann,2019-01-15 00:00:00,28.15,3.60E+12
Lake Robertside,2019-01-23 00:00:00,46.83,3.57E+12
Brandonfort,2019-02-06 00:00:00,35.41,5.05E+12
New Olivia,2019-03-27 00:00:00,34.65,7.35E+12
Veronicaberg,2019-01-08 00:00:00,30.66,7.84E+12
New Shannonberg,2019-04-20 00:00:00,41.85,5.51E+12
Grayville,2019-03-14 00:00:00,25.12,3.75E+12
South Teresa,2019-03-12 00:00:00,23.46,8.44E+11
South Brenda,2019-02-19 00:00:00,29.37,6.76E+11
Lewisland,2019-01-07 00:00:00,17.57,3.77E+12
Lake Robertside,2019-02-05 00:00:00,21.45,3.67E+12
West Hannah,2019-02-18 00:00:00,40.22,8.81E+12
West Kimmouth,2019-02-08 00:00:00,27.93,6.52E+11
East Marymouth,2019-02-21 00:00:00,41.21,2.45E+12
Grayville,2019-02-13 00:00:00,48.59,4.96E+12
New Olivia,2019-03-05 00:00:00,19.21,8.46E+12
North Timothy,2019-04-29 00:00:00,29.39,6.61E+12
East Kentstad,2019-01-26 00:00:00,39.19,9.31E+12
East Danielview,2019-04-19 00:00:00,28.28,1.49E+11
Veronicaberg,2019-02-05 00:00:00,46.91,3.27E+12
West Hannah,2019-02-06 00:00:00,18.33,1.40E+12
West Hannah,2019-02-16 00:00:00,20.35,7.96E+12
Port Shane,2019-03-17 00:00:00,20.74,7.23E+12
East Marymouth,2019-03-06 00:00:00,35.95,5.15E+12
Veronicaberg,2019-04-25 00:00:00,24.51,6.53E+12
Lewisland,2019-01-25 00:00:00,44.61,7.56E+12
West Kimmouth,2019-03-16 00:00:00,35.36,6.76E+12
North Timothy,2019-04-20 00:00:00,46.24,2.79E+12
New Olivia,2019-01-27 00:00:00,46.97,3.20E+12
West Hannah,2019-03-25 00:00:00,40.11,4.50E+12
